scenario,mu_pi_num,fee_num,hiring_rate_num
growth_and_separations,-0.1,245000,0.15209406837486172
growth_and_separations,-0.1,250000,0.1448383861556199
growth_and_separations,-0.1,255000,0.1378406978659326
growth_and_separations,-0.1,260000,0.131055122232418
growth_and_separations,-0.1,265000,0.1245077174654714
growth_and_separations,-0.1,270000,0.11818966024328838
growth_and_separations,-0.1,275000,0.11209383308628036
growth_and_separations,-0.1,280000,0.10622291240206116
growth_and_separations,-0.1,285000,0.10056619256017503
growth_and_separations,-0.1,290000,0.09512823227688758
growth_and_separations,-0.1,295000,0.08990720806569259
growth_and_separations,-0.1,300000,0.0849267958400979
growth_and_separations,-0.1,305000,0.08013161455024581
growth_and_separations,-0.1,310000,0.07555201642314295
growth_and_separations,-0.1,315000,0.07117803110515046
growth_and_separations,-0.1,320000,0.06699607068068987
growth_and_separations,-0.1,325000,0.06300922331239266
growth_and_separations,-0.1,330000,0.05919025434695655
growth_and_separations,-0.1,335000,0.05554319310133881
growth_and_separations,-0.1,340000,0.05210836215618455
growth_and_separations,-0.1,345000,0.048844615420813614
growth_and_separations,-0.1,350000,0.04573498270628924
growth_and_separations,-0.1,355000,0.042799081198089436
growth_and_separations,-0.1,360000,0.040000558810380935
growth_and_separations,-0.1,365000,0.037371561845603626
growth_and_separations,-0.1,370000,0.034890061410319764
growth_and_separations,-0.1,375000,0.03254896943601327
growth_and_separations,-0.1,380000,0.03033405096350675
growth_and_separations,-0.1,385000,0.028267834874473537
growth_and_separations,-0.1,390000,0.026322439472012425
growth_and_separations,-0.1,395000,0.02447821815957272
growth_and_separations,-0.1,400000,0.022750582339239073
growth_and_separations,0,0,1
growth_and_separations,0,5000,0.9482982165125523
growth_and_separations,0,10000,0.9010511223265335
growth_and_separations,0,15000,0.8572670937154417
growth_and_separations,0,20000,0.8162661466789015
growth_and_separations,0,25000,0.7777418766617252
growth_and_separations,0,30000,0.7412888814380837
growth_and_separations,0,35000,0.706980100468224
growth_and_separations,0,40000,0.6746133032163947
growth_and_separations,0,45000,0.6441012564410249
growth_and_separations,0,50000,0.6153751382320415
growth_and_separations,0,55000,0.588345509517423
growth_and_separations,0,60000,0.5629068727794639
growth_and_separations,0,65000,0.5389427013482034
growth_and_separations,0,70000,0.5162381179266368
growth_and_separations,0,75000,0.49470880096938896
