"zcta","state","puma22","stab","ZIPName","PUMA22name","pop20","afact"
"37022","47","00401","TN","Bethpage, TN","Robertson & Sumner Counties--Springfield & Portland cities",5343,0.8799 
"37022","47","00600","TN","Bethpage, TN","Macon, Dekalb & Cannon Counties",729,0.1201 
"37023","47","00200","TN","Big Rock, TN","Henry, Carol & Humphreys Counties--Paris city",1731,1 
"37025","47","02102","TN","Bon Aqua, TN","Williamson County--Thompson Station town & Fairview city",171,0.0252 
"37025","47","02300","TN","Bon Aqua, TN","Dickson, Cheatham & Hickman Counties",6608,0.9748 
"37026","47","00600","TN","Bradyville, TN","Macon, Dekalb & Cannon Counties",2393,0.9572 
"37026","47","03200","TN","Bradyville, TN","Coffee, Franklin & Moore Counties--Tullahoma & Manchester cities",107,0.0428 
"37027","47","02101","TN","Brentwood, TN","Williamson County--Brentwood & Franklin cities, Nolensville town (west)",45052,0.7341 
"37027","47","02102","TN","Brentwood, TN","Williamson County--Thompson Station town & Fairview city",3302,0.0538 
"37027","47","02402","TN","Brentwood, TN","Nashville/Davidson County--South & Southeast Nashville",11618,0.1893 
"37027","47","02406","TN","Brentwood, TN","Nashville/Davidson County--West Nashville, Green Hills & Bellevue",1398,0.0228 
"37028","47","00200","TN","Bumpus Mills, TN","Henry, Carol & Humphreys Counties--Paris city",650,1 
"37029","47","02300","TN","Burns, TN","Dickson, Cheatham & Hickman Counties",6289,1 
"37030","47","00600","TN","Carthage, TN","Macon, Dekalb & Cannon Counties",7258,1 
"37031","47","00401","TN","Castalian Springs, TN","Robertson & Sumner Counties--Springfield & Portland cities",3300,0.7682 
"37031","47","00600","TN","Castalian Springs, TN","Macon, Dekalb & Cannon Counties",996,0.2318 
"37032","47","00301","TN","Cedar Hill, TN","Montgomery County--Clarksville city (South)",31,0.0066 
"37032","47","00401","TN","Cedar Hill, TN","Robertson & Sumner Counties--Springfield & Portland cities",4487,0.9623 
"37032","47","02300","TN","Cedar Hill, TN","Dickson, Cheatham & Hickman Counties",145,0.0311 
"37033","47","02300","TN","Centerville, TN","Dickson, Cheatham & Hickman Counties",7696,0.9785 
"37033","47","03000","TN","Centerville, TN","Lawrence, Giles & Wayne Counties--Lawrenceburg city",169,0.0215 
"37034","47","03100","TN","Chapel Hill, TN","Bedford, Lincoln & Marshall Counties--Shelbyville & Lewisburg cities",8412,1 
"37035","47","02300","TN","Chapmansboro, TN","Dickson, Cheatham & Hickman Counties",3796,1 
"37036","47","02300","TN","Charlotte, TN","Dickson, Cheatham & Hickman Counties",6486,1 
"37037","47","02003","TN","Christiana, TN","Rutherford County (North, East and South)",8864,1 
"37040","47","00301","TN","Clarksville, TN","Montgomery County--Clarksville city (South)",33506,0.5549 
"37040","47","00302","TN","Clarksville, TN","Clarksville city (North)",26876,0.4451 
"37042","47","00301","TN","Clarksville, TN","Montgomery County--Clarksville city (South)",3008,0.036 
"37042","47","00302","TN","Clarksville, TN","Clarksville city (North)",80490,0.964 
"37043","47","00301","TN","Clarksville, TN","Montgomery County--Clarksville city (South)",52610,0.9966 
"37043","47","00302","TN","Clarksville, TN","Clarksville city (North)",14,0.0003 
"37043","47","02300","TN","Clarksville, TN","Dickson, Cheatham & Hickman Counties",168,0.0032 
"37046","47","02003","TN","College Grove, TN","Rutherford County (North, East and South)",268,0.0451 
"37046","47","02102","TN","College Grove, TN","Williamson County--Thompson Station town & Fairview city",5627,0.9471 
"37046","47","03100","TN","College Grove, TN","Bedford, Lincoln & Marshall Counties--Shelbyville & Lewisburg cities",46,0.0077 
"37047","47","03000","TN","Cornersville, TN","Lawrence, Giles & Wayne Counties--Lawrenceburg city",281,0.1126 
"37047","47","03100","TN","Cornersville, TN","Bedford, Lincoln & Marshall Counties--Shelbyville & Lewisburg cities",2214,0.8874 
"37048","47","00401","TN","Cottontown, TN","Robertson & Sumner Counties--Springfield & Portland cities",6927,1 
"37049","47","00401","TN","Cross Plains, TN","Robertson & Sumner Counties--Springfield & Portland cities",3564,1 
"37050","47","00200","TN","Cumberland City, TN","Henry, Carol & Humphreys Counties--Paris city",1461,0.8484 
"37050","47","00301","TN","Cumberland City, TN","Montgomery County--Clarksville city (South)",261,0.1516 
"37051","47","00200","TN","Cumberland Furnace, TN","Henry, Carol & Humphreys Counties--Paris city",49,0.0122 
"37051","47","00301","TN","Cumberland Furnace, TN","Montgomery County--Clarksville city (South)",1434,0.3568 
"37051","47","02300","TN","Cumberland Furnace, TN","Dickson, Cheatham & Hickman Counties",2536,0.631 
"37052","47","00301","TN","Cunningham, TN","Montgomery County--Clarksville city (South)",2791,0.9783 
"37052","47","02300","TN","Cunningham, TN","Dickson, Cheatham & Hickman Counties",62,0.0217 
"37055","47","02300","TN","Dickson, TN","Dickson, Cheatham & Hickman Counties",29319,1 
"37057","47","00600","TN","Dixon Springs, TN","Macon, Dekalb & Cannon Counties",1011,1 
"37058","47","00200","TN","Dover, TN","Henry, Carol & Humphreys Counties--Paris city",7396,1 
"37059","47","00600","TN","Dowelltown, TN","Macon, Dekalb & Cannon Counties",1578,1 
"37060","47","02003","TN","Eagleville, TN","Rutherford County (North, East and South)",2284,0.7833 
"37060","47","02102","TN","Eagleville, TN","Williamson County--Thompson Station town & Fairview city",251,0.0861 
"37060","47","03100","TN","Eagleville, TN","Bedford, Lincoln & Marshall Counties--Shelbyville & Lewisburg cities",381,0.1307 
"37061","47","00200","TN","Erin, TN","Henry, Carol & Humphreys Counties--Paris city",4817,0.9928 
"37061","47","00301","TN","Erin, TN","Montgomery County--Clarksville city (South)",35,0.0072 
"37062","47","02102","TN","Fairview, TN","Williamson County--Thompson Station town & Fairview city",12239,0.9629 
"37062","47","02300","TN","Fairview, TN","Dickson, Cheatham & Hickman Counties",471,0.0371 
"37064","47","02101","TN","Franklin, TN","Williamson County--Brentwood & Franklin cities, Nolensville town (west)",42812,0.6858 
"37064","47","02102","TN","Franklin, TN","Williamson County--Thompson Station town & Fairview city",19520,0.3127 
"37064","47","02406","TN","Franklin, TN","Nashville/Davidson County--West Nashville, Green Hills & Bellevue",90,0.0014 
"37066","47","00401","TN","Gallatin, TN","Robertson & Sumner Counties--Springfield & Portland cities",15151,0.2552 
"37066","47","00501","TN","Gallatin, TN","Hendersonville, Gallatin & Goodlettsville cities",44219,0.7448 
"37067","47","02101","TN","Franklin, TN","Williamson County--Brentwood & Franklin cities, Nolensville town (west)",29408,0.9346 
"37067","47","02102","TN","Franklin, TN","Williamson County--Thompson Station town & Fairview city",2057,0.0654 
"37069","47","02101","TN","Franklin, TN","Williamson County--Brentwood & Franklin cities, Nolensville town (west)",8946,0.4294 
"37069","47","02102","TN","Franklin, TN","Williamson County--Thompson Station town & Fairview city",11886,0.5706 
"37072","47","00401","TN","Goodlettsville, TN","Robertson & Sumner Counties--Springfield & Portland cities",7594,0.2297 
"37072","47","00501","TN","Goodlettsville, TN","Hendersonville, Gallatin & Goodlettsville cities",8204,0.2481 
"37072","47","02404","TN","Goodlettsville, TN","Nashville/Davidson County (North)",17267,0.5222 
"37073","47","00401","TN","Greenbrier, TN","Robertson & Sumner Counties--Springfield & Portland cities",14506,1 
"37074","47","00600","TN","Hartsville, TN","Macon, Dekalb & Cannon Counties",10413,1 
"37075","47","00401","TN","Hendersonville, TN","Robertson & Sumner Counties--Springfield & Portland cities",3729,0.0525 
"37075","47","00501","TN","Hendersonville, TN","Hendersonville, Gallatin & Goodlettsville cities",67294,0.9475 
"37076","47","01900","TN","Hermitage, TN","Wilson County--Lebanon & Mount Juliet cities",1008,0.0256 
"37076","47","02403","TN","Hermitage, TN","Nashville/Davidson County--Donelson, Hermitage & Old Hickory",37636,0.957 
"37076","47","02405","TN","Hermitage, TN","Nashville/Davidson County--Antioch, South Nashville",682,0.0173 
"37078","47","00200","TN","Hurricane Mills, TN","Henry, Carol & Humphreys Counties--Paris city",709,1 
"37079","47","00200","TN","Indian Mound, TN","Henry, Carol & Humphreys Counties--Paris city",2148,0.7865 
"37079","47","00301","TN","Indian Mound, TN","Montgomery County--Clarksville city (South)",583,0.2135 
"37080","47","00401","TN","Joelton, TN","Robertson & Sumner Counties--Springfield & Portland cities",24,0.0032 
"37080","47","02300","TN","Joelton, TN","Dickson, Cheatham & Hickman Counties",3189,0.4293 
"37080","47","02404","TN","Joelton, TN","Nashville/Davidson County (North)",4216,0.5675 
"37082","47","02300","TN","Kingston Springs, TN","Dickson, Cheatham & Hickman Counties",6138,1 
"37083","47","00600","TN","Lafayette, TN","Macon, Dekalb & Cannon Counties",15786,1 
"37085","47","01900","TN","Lascassas, TN","Wilson County--Lebanon & Mount Juliet cities",596,0.1131 
"37085","47","02003","TN","Lascassas, TN","Rutherford County (North, East and South)",4672,0.8869 
"37086","47","02002","TN","La Vergne, TN","Rutherford County--Smyrna town & La Vergne city",37442,0.9994 
"37086","47","02405","TN","La Vergne, TN","Nashville/Davidson County--Antioch, South Nashville",21,0.0006 
"37087","47","00600","TN","Lebanon, TN","Macon, Dekalb & Cannon Counties",1229,0.0238 
"37087","47","01900","TN","Lebanon, TN","Wilson County--Lebanon & Mount Juliet cities",50429,0.9762 
"37090","47","00600","TN","Lebanon, TN","Macon, Dekalb & Cannon Counties",576,0.0314 
"37090","47","01900","TN","Lebanon, TN","Wilson County--Lebanon & Mount Juliet cities",17725,0.9649 
"37090","47","02003","TN","Lebanon, TN","Rutherford County (North, East and South)",68,0.0037 
"37091","47","02200","TN","Lewisburg, TN","Maury County--Columbia & Spring Hill cities",113,0.005 
"37091","47","03100","TN","Lewisburg, TN","Bedford, Lincoln & Marshall Counties--Shelbyville & Lewisburg cities",22441,0.995 
"37095","47","00600","TN","Liberty, TN","Macon, Dekalb & Cannon Counties",1927,0.9479 
"37095","47","01900","TN","Liberty, TN","Wilson County--Lebanon & Mount Juliet cities",106,0.0521 
"37096","47","03000","TN","Linden, TN","Lawrence, Giles & Wayne Counties--Lawrenceburg city",5812,1 
"37097","47","03000","TN","Lobelville, TN","Lawrence, Giles & Wayne Counties--Lawrenceburg city",2269,1 
"37098","47","02300","TN","Lyles, TN","Dickson, Cheatham & Hickman Counties",5413,1 
"37101","47","00200","TN","Mc Ewen, TN","Henry, Carol & Humphreys Counties--Paris city",6368,0.9826 
"37101","47","02300","TN","Mc Ewen, TN","Dickson, Cheatham & Hickman Counties",113,0.0174 
"37110","47","00600","TN","Mcminnville, TN","Macon, Dekalb & Cannon Counties",345,0.0105 
"37110","47","03300","TN","Mcminnville, TN","Warren, Marion & Sequatchie Counties--McMinnville city",32607,0.9895 
"37115","47","02404","TN","Madison, TN","Nashville/Davidson County (North)",39821,1 
"37118","47","00600","TN","Milton, TN","Macon, Dekalb & Cannon Counties",88,0.0627 
"37118","47","01900","TN","Milton, TN","Wilson County--Lebanon & Mount Juliet cities",274,0.1953 
"37118","47","02003","TN","Milton, TN","Rutherford County (North, East and South)",1041,0.742 
"37122","47","01900","TN","Mount Juliet, TN","Wilson County--Lebanon & Mount Juliet cities",62352,0.974 
"37122","47","02003","TN","Mount Juliet, TN","Rutherford County (North, East and South)",1001,0.0156 
"37122","47","02403","TN","Mount Juliet, TN","Nashville/Davidson County--Donelson, Hermitage & Old Hickory",647,0.0101 
"37122","47","02405","TN","Mount Juliet, TN","Nashville/Davidson County--Antioch, South Nashville",18,0.0003 
"37127","47","02001","TN","Murfreesboro, TN","Murfreesboro city",4140,0.2034 
"37127","47","02003","TN","Murfreesboro, TN","Rutherford County (North, East and South)",16213,0.7966 
"37128","47","02001","TN","Murfreesboro, TN","Murfreesboro city",45464,0.6464 
"37128","47","02003","TN","Murfreesboro, TN","Rutherford County (North, East and South)",24865,0.3536 
"37129","47","01900","TN","Murfreesboro, TN","Wilson County--Lebanon & Mount Juliet cities",3,0 
"37129","47","02001","TN","Murfreesboro, TN","Murfreesboro city",31655,0.5233 
"37129","47","02002","TN","Murfreesboro, TN","Rutherford County--Smyrna town & La Vergne city",5294,0.0875 
"37129","47","02003","TN","Murfreesboro, TN","Rutherford County (North, East and South)",23542,0.3892 
"37130","47","02001","TN","Murfreesboro, TN","Murfreesboro city",48956,0.8203 
"37130","47","02003","TN","Murfreesboro, TN","Rutherford County (North, East and South)",10721,0.1797 
"37132","47","02001","TN","Murfreesboro, TN","Murfreesboro city",2880,1 
"37134","47","00200","TN","New Johnsonville, TN","Henry, Carol & Humphreys Counties--Paris city",2981,1 
"37135","47","02002","TN","Nolensville, TN","Rutherford County--Smyrna town & La Vergne city",1289,0.0609 
"37135","47","02101","TN","Nolensville, TN","Williamson County--Brentwood & Franklin cities, Nolensville town (west)",7469,0.3527 
"37135","47","02102","TN","Nolensville, TN","Williamson County--Thompson Station town & Fairview city",10028,0.4736 
"37135","47","02402","TN","Nolensville, TN","Nashville/Davidson County--South & Southeast Nashville",2390,0.1129 
"37137","47","02300","TN","Nunnelly, TN","Dickson, Cheatham & Hickman Counties",2828,1 
"37138","47","01900","TN","Old Hickory, TN","Wilson County--Lebanon & Mount Juliet cities",8853,0.3746 
"37138","47","02403","TN","Old Hickory, TN","Nashville/Davidson County--Donelson, Hermitage & Old Hickory",14778,0.6254 
"37140","47","02300","TN","Only, TN","Dickson, Cheatham & Hickman Counties",1361,1 
"37141","47","00401","TN","Orlinda, TN","Robertson & Sumner Counties--Springfield & Portland cities",1186,1 
"37142","47","00301","TN","Palmyra, TN","Montgomery County--Clarksville city (South)",1970,1 
"37143","47","02300","TN","Pegram, TN","Dickson, Cheatham & Hickman Counties",3502,0.8686 
"37143","47","02406","TN","Pegram, TN","Nashville/Davidson County--West Nashville, Green Hills & Bellevue",530,0.1314 
"37144","47","03000","TN","Petersburg, TN","Lawrence, Giles & Wayne Counties--Lawrenceburg city",37,0.0112 
"37144","47","03100","TN","Petersburg, TN","Bedford, Lincoln & Marshall Counties--Shelbyville & Lewisburg cities",3106,0.9412 
"37144","47","03200","TN","Petersburg, TN","Coffee, Franklin & Moore Counties--Tullahoma & Manchester cities",157,0.0476 
"37145","47","00600","TN","Pleasant Shade, TN","Macon, Dekalb & Cannon Counties",2493,1 
"37146","47","00401","TN","Pleasant View, TN","Robertson & Sumner Counties--Springfield & Portland cities",2077,0.2745 
"37146","47","02300","TN","Pleasant View, TN","Dickson, Cheatham & Hickman Counties",5490,0.7255 
"37148","47","00401","TN","Portland, TN","Robertson & Sumner Counties--Springfield & Portland cities",25318,1 
"37149","47","00600","TN","Readyville, TN","Macon, Dekalb & Cannon Counties",1174,0.4389 
"37149","47","02003","TN","Readyville, TN","Rutherford County (North, East and South)",1501,0.5611 
"37150","47","00600","TN","Red Boiling Springs, TN","Macon, Dekalb & Cannon Counties",3549,0.7168 
"37150","47","00700","TN","Red Boiling Springs, TN","Putnam & Overton Counties--Cookeville city",1402,0.2832 
"37151","47","00600","TN","Riddleton, TN","Macon, Dekalb & Cannon Counties",534,1 
"37153","47","02003","TN","Rockvale, TN","Rutherford County (North, East and South)",5468,0.9549 
"37153","47","03100","TN","Rockvale, TN","Bedford, Lincoln & Marshall Counties--Shelbyville & Lewisburg cities",258,0.0451 
"37160","47","03100","TN","Shelbyville, TN","Bedford, Lincoln & Marshall Counties--Shelbyville & Lewisburg cities",36766,0.9943 
"37160","47","03200","TN","Shelbyville, TN","Coffee, Franklin & Moore Counties--Tullahoma & Manchester cities",210,0.0057 
"37165","47","02300","TN","Slayden, TN (PO boxes)","Dickson, Cheatham & Hickman Counties",64,1 
"37166","47","00600","TN","Smithville, TN","Macon, Dekalb & Cannon Counties",13676,0.9511 
"37166","47","03300","TN","Smithville, TN","Warren, Marion & Sequatchie Counties--McMinnville city",703,0.0489 
"37167","47","02001","TN","Smyrna, TN","Murfreesboro city",12,0.0002 
"37167","47","02002","TN","Smyrna, TN","Rutherford County--Smyrna town & La Vergne city",61375,0.9942 
"37167","47","02003","TN","Smyrna, TN","Rutherford County (North, East and South)",344,0.0056 
"37171","47","00301","TN","Southside, TN","Montgomery County--Clarksville city (South)",1149,0.9939 
"37171","47","02300","TN","Southside, TN","Dickson, Cheatham & Hickman Counties",7,0.0061 
"37172","47","00401","TN","Springfield, TN","Robertson & Sumner Counties--Springfield & Portland cities",31851,1 
"37174","47","02102","TN","Spring Hill, TN","Williamson County--Thompson Station town & Fairview city",26643,0.5454 
"37174","47","02200","TN","Spring Hill, TN","Maury County--Columbia & Spring Hill cities",22157,0.4536 
"37174","47","03100","TN","Spring Hill, TN","Bedford, Lincoln & Marshall Counties--Shelbyville & Lewisburg cities",49,0.001 
"37175","47","00200","TN","Stewart, TN","Henry, Carol & Humphreys Counties--Paris city",987,1 
"37178","47","00200","TN","Tennessee Ridge, TN","Henry, Carol & Humphreys Counties--Paris city",2281,1 
"37179","47","02101","TN","Thompsons Station, TN","Williamson County--Brentwood & Franklin cities, Nolensville town (west)",161,0.0095 
"37179","47","02102","TN","Thompsons Station, TN","Williamson County--Thompson Station town & Fairview city",16834,0.9905 
"37180","47","02003","TN","Unionville, TN","Rutherford County (North, East and South)",114,0.0344 
"37180","47","03100","TN","Unionville, TN","Bedford, Lincoln & Marshall Counties--Shelbyville & Lewisburg cities",3202,0.9656 
"37181","47","00200","TN","Vanleer, TN","Henry, Carol & Humphreys Counties--Paris city",270,0.1789 
"37181","47","02300","TN","Vanleer, TN","Dickson, Cheatham & Hickman Counties",1239,0.8211 
"37183","47","03100","TN","Wartrace, TN","Bedford, Lincoln & Marshall Counties--Shelbyville & Lewisburg cities",2943,0.8423 
"37183","47","03200","TN","Wartrace, TN","Coffee, Franklin & Moore Counties--Tullahoma & Manchester cities",551,0.1577 
"37184","47","00600","TN","Watertown, TN","Macon, Dekalb & Cannon Counties",333,0.0533 
"37184","47","01900","TN","Watertown, TN","Wilson County--Lebanon & Mount Juliet cities",5917,0.9467 
"37185","47","00200","TN","Waverly, TN","Henry, Carol & Humphreys Counties--Paris city",9082,1 
"37186","47","00401","TN","Westmoreland, TN","Robertson & Sumner Counties--Springfield & Portland cities",6225,0.6065 
"37186","47","00600","TN","Westmoreland, TN","Macon, Dekalb & Cannon Counties",4038,0.3935 
"37187","47","02300","TN","White Bluff, TN","Dickson, Cheatham & Hickman Counties",7382,1 
"37188","47","00401","TN","White House, TN","Robertson & Sumner Counties--Springfield & Portland cities",16281,1 
"37189","47","02404","TN","Whites Creek, TN","Nashville/Davidson County (North)",3636,1 
"37190","47","00600","TN","Woodbury, TN","Macon, Dekalb & Cannon Counties",8832,0.989 
"37190","47","03300","TN","Woodbury, TN","Warren, Marion & Sequatchie Counties--McMinnville city",98,0.011 
"37191","47","00301","TN","Woodlawn, TN","Montgomery County--Clarksville city (South)",3969,1 
"37201","47","02401","TN","Nashville, TN","Nashville/Davidson County--Downtown, East & North Nashville",2448,1 
"37203","47","02401","TN","Nashville, TN","Nashville/Davidson County--Downtown, East & North Nashville",20429,1 
"37204","47","02401","TN","Nashville, TN","Nashville/Davidson County--Downtown, East & North Nashville",7366,0.4616 
"37204","47","02402","TN","Nashville, TN","Nashville/Davidson County--South & Southeast Nashville",231,0.0145 
"37204","47","02406","TN","Nashville, TN","Nashville/Davidson County--West Nashville, Green Hills & Bellevue",8362,0.524 
"37205","47","02406","TN","Nashville, TN","Nashville/Davidson County--West Nashville, Green Hills & Bellevue",24551,1 
"37206","47","02401","TN","Nashville, TN","Nashville/Davidson County--Downtown, East & North Nashville",27792,1 
"37207","47","02401","TN","Nashville, TN","Nashville/Davidson County--Downtown, East & North Nashville",16201,0.4184 
"37207","47","02404","TN","Nashville, TN","Nashville/Davidson County (North)",22518,0.5816 
"37208","47","02401","TN","Nashville, TN","Nashville/Davidson County--Downtown, East & North Nashville",21609,1 
"37209","47","02300","TN","Nashville, TN","Dickson, Cheatham & Hickman Counties",13,0.0003 
"37209","47","02401","TN","Nashville, TN","Nashville/Davidson County--Downtown, East & North Nashville",4554,0.1124 
"37209","47","02406","TN","Nashville, TN","Nashville/Davidson County--West Nashville, Green Hills & Bellevue",35931,0.8872 
"37210","47","02401","TN","Nashville, TN","Nashville/Davidson County--Downtown, East & North Nashville",1250,0.073 
"37210","47","02402","TN","Nashville, TN","Nashville/Davidson County--South & Southeast Nashville",3843,0.2243 
"37210","47","02403","TN","Nashville, TN","Nashville/Davidson County--Donelson, Hermitage & Old Hickory",10527,0.6144 
"37210","47","02405","TN","Nashville, TN","Nashville/Davidson County--Antioch, South Nashville",1514,0.0884 
"37211","47","02402","TN","Nashville, TN","Nashville/Davidson County--South & Southeast Nashville",71672,0.8759 
"37211","47","02403","TN","Nashville, TN","Nashville/Davidson County--Donelson, Hermitage & Old Hickory",673,0.0082 
"37211","47","02405","TN","Nashville, TN","Nashville/Davidson County--Antioch, South Nashville",9485,0.1159 
"37212","47","02401","TN","Nashville, TN","Nashville/Davidson County--Downtown, East & North Nashville",22318,1 
"37213","47","02401","TN","Nashville, TN","Nashville/Davidson County--Downtown, East & North Nashville",112,1 
"37214","47","02403","TN","Nashville, TN","Nashville/Davidson County--Donelson, Hermitage & Old Hickory",30480,1 
"37215","47","02102","TN","Nashville, TN","Williamson County--Thompson Station town & Fairview city",68,0.0029 
"37215","47","02406","TN","Nashville, TN","Nashville/Davidson County--West Nashville, Green Hills & Bellevue",23688,0.9971 
"37216","47","02401","TN","Nashville, TN","Nashville/Davidson County--Downtown, East & North Nashville",18191,1 
"37217","47","02403","TN","Nashville, TN","Nashville/Davidson County--Donelson, Hermitage & Old Hickory",5328,0.1609 
"37217","47","02405","TN","Nashville, TN","Nashville/Davidson County--Antioch, South Nashville",27787,0.8391 
"37218","47","02404","TN","Nashville, TN","Nashville/Davidson County (North)",14875,1 
"37219","47","02401","TN","Nashville, TN","Nashville/Davidson County--Downtown, East & North Nashville",2265,1 
"37220","47","02402","TN","Nashville, TN","Nashville/Davidson County--South & Southeast Nashville",3650,0.5407 
"37220","47","02406","TN","Nashville, TN","Nashville/Davidson County--West Nashville, Green Hills & Bellevue",3100,0.4593 
"37221","47","02102","TN","Nashville, TN","Williamson County--Thompson Station town & Fairview city",2424,0.0573 
"37221","47","02406","TN","Nashville, TN","Nashville/Davidson County--West Nashville, Green Hills & Bellevue",39888,0.9427 
"37228","47","02401","TN","Nashville, TN","Nashville/Davidson County--Downtown, East & North Nashville",1710,1 
"37238","47","02401","TN","Nashville, TN","Nashville/Davidson County--Downtown, East & North Nashville",9,1 
"37301","47","03300","TN","Altamont, TN","Warren, Marion & Sequatchie Counties--McMinnville city",1653,1 
"37302","47","03403","TN","Apison, TN","Hamilton County (North)--Soddy-Daisy city",4934,1 
"37303","47","03500","TN","Athens, TN","McMinn, Rhea & Bledsoe Counties--Athens city",25894,1 
"37305","47","03300","TN","Beersheba Springs, TN","Warren, Marion & Sequatchie Counties--McMinnville city",735,1 
"37306","47","03200","TN","Belvidere, TN","Coffee, Franklin & Moore Counties--Tullahoma & Manchester cities",2749,1 
"37307","47","03600","TN","Benton, TN","Bradley & Polk Counties--Cleveland city",5092,1 
"37308","47","03403","TN","Birchwood, TN","Hamilton County (North)--Soddy-Daisy city",1897,0.6715 
"37308","47","03500","TN","Birchwood, TN","McMinn, Rhea & Bledsoe Counties--Athens city",928,0.3285 
"37309","47","03500","TN","Calhoun, TN","McMinn, Rhea & Bledsoe Counties--Athens city",1874,0.8769 
"37309","47","03600","TN","Calhoun, TN","Bradley & Polk Counties--Cleveland city",263,0.1231 
"37310","47","03600","TN","Charleston, TN","Bradley & Polk Counties--Cleveland city",4384,1 
"37311","47","03403","TN","Cleveland, TN","Hamilton County (North)--Soddy-Daisy city",142,0.0048 
"37311","47","03600","TN","Cleveland, TN","Bradley & Polk Counties--Cleveland city",29545,0.9952 
"37312","47","03600","TN","Cleveland, TN","Bradley & Polk Counties--Cleveland city",36291,1 
"37313","47","03300","TN","Coalmont, TN","Warren, Marion & Sequatchie Counties--McMinnville city",1360,1 
"37315","47","03403","TN","Collegedale, TN (PO boxes)","Hamilton County (North)--Soddy-Daisy city",1760,1 
"37316","47","03600","TN","Conasauga, TN (PO boxes)","Bradley & Polk Counties--Cleveland city",12,1 
"37317","47","03600","TN","Copperhill, TN","Bradley & Polk Counties--Cleveland city",2565,1 
"37318","47","03200","TN","Cowan, TN","Coffee, Franklin & Moore Counties--Tullahoma & Manchester cities",1972,1 
"37321","47","03500","TN","Dayton, TN","McMinn, Rhea & Bledsoe Counties--Athens city",19823,1 
"37322","47","03500","TN","Decatur, TN","McMinn, Rhea & Bledsoe Counties--Athens city",8855,1 
"37323","47","03600","TN","Cleveland, TN","Bradley & Polk Counties--Cleveland city",31497,1 
"37324","47","03200","TN","Decherd, TN","Coffee, Franklin & Moore Counties--Tullahoma & Manchester cities",5119,1 
"37325","47","03500","TN","Delano, TN","McMinn, Rhea & Bledsoe Counties--Athens city",273,0.1415 
"37325","47","03600","TN","Delano, TN","Bradley & Polk Counties--Cleveland city",1657,0.8585 
"37326","47","03600","TN","Ducktown, TN (PO boxes)","Bradley & Polk Counties--Cleveland city",420,1 
"37327","47","03300","TN","Dunlap, TN","Warren, Marion & Sequatchie Counties--McMinnville city",11495,0.9261 
"37327","47","03500","TN","Dunlap, TN","McMinn, Rhea & Bledsoe Counties--Athens city",917,0.0739 
"37328","47","03100","TN","Elora, TN","Bedford, Lincoln & Marshall Counties--Shelbyville & Lewisburg cities",1375,0.9142 
"37328","47","03200","TN","Elora, TN","Coffee, Franklin & Moore Counties--Tullahoma & Manchester cities",129,0.0858 
"37329","47","03500","TN","Englewood, TN","McMinn, Rhea & Bledsoe Counties--Athens city",4975,0.9245 
"37329","47","03700","TN","Englewood, TN","Loudon & Monroe Counties--Lenoir City",406,0.0755 
"37330","47","03200","TN","Estill Springs, TN","Coffee, Franklin & Moore Counties--Tullahoma & Manchester cities",7026,1 
"37331","47","03500","TN","Etowah, TN","McMinn, Rhea & Bledsoe Counties--Athens city",7792,1 
"37332","47","03500","TN","Evensville, TN","McMinn, Rhea & Bledsoe Counties--Athens city",2713,1 
"37333","47","03600","TN","Farner, TN","Bradley & Polk Counties--Cleveland city",550,1 
"37334","47","03100","TN","Fayetteville, TN","Bedford, Lincoln & Marshall Counties--Shelbyville & Lewisburg cities",23033,0.9828 
"37334","47","03200","TN","Fayetteville, TN","Coffee, Franklin & Moore Counties--Tullahoma & Manchester cities",402,0.0172 
"37335","47","03100","TN","Flintville, TN","Bedford, Lincoln & Marshall Counties--Shelbyville & Lewisburg cities",2784,0.9858 
"37335","47","03200","TN","Flintville, TN","Coffee, Franklin & Moore Counties--Tullahoma & Manchester cities",40,0.0142 
"37336","47","03403","TN","Georgetown, TN","Hamilton County (North)--Soddy-Daisy city",1363,0.2931 
"37336","47","03500","TN","Georgetown, TN","McMinn, Rhea & Bledsoe Counties--Athens city",1416,0.3045 
"37336","47","03600","TN","Georgetown, TN","Bradley & Polk Counties--Cleveland city",1871,0.4024 
"37337","47","01800","TN","Grandview, TN","Cumberland, White & Fentress Counties--Crossville city",583,0.3889 
"37337","47","03500","TN","Grandview, TN","McMinn, Rhea & Bledsoe Counties--Athens city",916,0.6111 
"37338","47","03300","TN","Graysville, TN","Warren, Marion & Sequatchie Counties--McMinnville city",912,0.274 
"37338","47","03403","TN","Graysville, TN","Hamilton County (North)--Soddy-Daisy city",77,0.0231 
"37338","47","03500","TN","Graysville, TN","McMinn, Rhea & Bledsoe Counties--Athens city",2339,0.7028 
"37339","47","03300","TN","Gruetli Laager, TN","Warren, Marion & Sequatchie Counties--McMinnville city",1923,1 
"37340","47","03300","TN","Guild, TN","Warren, Marion & Sequatchie Counties--McMinnville city",472,1 
"37341","47","03403","TN","Harrison, TN","Hamilton County (North)--Soddy-Daisy city",12900,1 
"37342","47","03200","TN","Hillsboro, TN","Coffee, Franklin & Moore Counties--Tullahoma & Manchester cities",3809,1 
